"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
14314245,"2-Cyclobutylethanamine",99.104797,"C6H13N","C1CC(C1)CCN","InChI=1S/C6H13N/c7-5-4-6-2-1-3-6/h6H,1-5,7H2","MGAPESYORZVKQD-UHFFFAOYSA-N"
14314252,"2-Cyclopropyl-1-propanamine",99.104797,"C6H13N","CC(CN)C1CC1","InChI=1S/C6H13N/c1-5(4-7)6-2-3-6/h5-6H,2-4,7H2,1H3","RQUOMUYKVVAWSQ-UHFFFAOYSA-N"
14340674,"2-Butylaziridine",99.104797,"C6H13N","CCCCC1CN1","InChI=1S/C6H13N/c1-2-3-4-6-5-7-6/h6-7H,2-5H2,1H3","GQDYKYGFCJNFOU-UHFFFAOYSA-N"
14341465,"2-Propylazetidine",99.104797,"C6H13N","CCCC1CCN1","InChI=1S/C6H13N/c1-2-3-6-4-5-7-6/h6-7H,2-5H2,1H3","OGZXOVGUHFDHOO-UHFFFAOYSA-N"
14341469,"2-Isobutylaziridine",99.104797,"C6H13N","CC(C)CC1CN1","InChI=1S/C6H13N/c1-5(2)3-6-4-7-6/h5-7H,3-4H2,1-2H3","KGHFQEDPQOKCSJ-UHFFFAOYSA-N"
14718244,"1-Cyclobutylethanamine",99.104797,"C6H13N","CC(C1CCC1)N","InChI=1S/C6H13N/c1-5(7)6-3-2-4-6/h5-6H,2-4,7H2,1H3","GDGHPMLCHFTAIY-UHFFFAOYSA-N"
15081209,"1-Cyclobutyl-N-methylmethanamine",99.104797,"C6H13N","CNCC1CCC1","InChI=1S/C6H13N/c1-7-5-6-3-2-4-6/h6-7H,2-5H2,1H3","DFDDLFCSYLTQBP-UHFFFAOYSA-N"
15123263,"3-Isopropylazetidine",99.104797,"C6H13N","CC(C)C1CNC1","InChI=1S/C6H13N/c1-5(2)6-3-7-4-6/h5-7H,3-4H2,1-2H3","VODADKFVZJNXGJ-UHFFFAOYSA-N"
15242426,"1-(1-Methylcyclobutyl)methanamine",99.104797,"C6H13N","CC1(CCC1)CN","InChI=1S/C6H13N/c1-6(5-7)3-2-4-6/h2-5,7H2,1H3","NZBCGJVYSMLKRN-UHFFFAOYSA-N"
15288378,"N-(Cyclopropylmethyl)ethanamine",99.104797,"C6H13N","CCNCC1CC1","InChI=1S/C6H13N/c1-2-7-5-6-3-4-6/h6-7H,2-5H2,1H3","UHFLNWZBNRVHGM-UHFFFAOYSA-N"
15479844,"1-Propylcyclopropanamine",99.104797,"C6H13N","CCCC1(CC1)N","InChI=1S/C6H13N/c1-2-3-6(7)4-5-6/h2-5,7H2,1H3","ZADCUMFVTUWSAW-UHFFFAOYSA-N"
15582743,"3-Cyclopropyl-1-propanamine",99.104797,"C6H13N","C1CC1CCCN","InChI=1S/C6H13N/c7-5-1-2-6-3-4-6/h6H,1-5,7H2","FESRYVBBESMTNR-UHFFFAOYSA-N"
15697049,"4-Methyl-4-penten-2-amine",99.104797,"C6H13N","CC(CC(=C)C)N","InChI=1S/C6H13N/c1-5(2)4-6(3)7/h6H,1,4,7H2,2-3H3","RJNXBJFZMAXWEV-UHFFFAOYSA-N"
19236407,"N,3-Dimethyl-3-buten-2-amine",99.104797,"C6H13N","CC(C(=C)C)NC","InChI=1S/C6H13N/c1-5(2)6(3)7-4/h6-7H,1H2,2-4H3","RTHLYNSVJOCYIO-UHFFFAOYSA-N"
19330211,"2-Isopropylazetidine",99.104797,"C6H13N","CC(C)C1CCN1","InChI=1S/C6H13N/c1-5(2)6-3-4-7-6/h5-7H,3-4H2,1-2H3","MDVHHYGTBKHJAU-UHFFFAOYSA-N"
19740028,"N,1-Dimethylcyclobutanamine",99.104797,"C6H13N","CC1(CCC1)NC","InChI=1S/C6H13N/c1-6(7-2)4-3-5-6/h7H,3-5H2,1-2H3","BRRVPUKFALTISS-UHFFFAOYSA-N"
20041205,"(2R,3R)-2-Isopropyl-3-methylaziridine",99.1050033569336,"C6H13N","CC(C)[C@H]1N[C@@H]1C","InChI=1S/C6H13N/c1-4(2)6-5(3)7-6/h4-7H,1-3H3/t5-,6-/m1/s1","NUSJSUXXQYWACW-PHDIDXHHSA-N"
20475240,"N-Ethyl-2-methyl-1-propanimine",99.104797,"C6H13N","CCN=CC(C)C","InChI=1S/C6H13N/c1-4-7-5-6(2)3/h5-6H,4H2,1-3H3","BBFMJBUMAHUJAH-UHFFFAOYSA-N"
21515294,"(1R,2S)-2-Methylcyclopentanamine",99.104797,"C6H13N","C[C@H]1CCC[C@H]1N","InChI=1S/C6H13N/c1-5-3-2-4-6(5)7/h5-6H,2-4,7H2,1H3/t5-,6+/m0/s1","TYDMZADCGUWTCH-NTSWFWBYSA-N"
21539180,"N-Isopropyl-2-propen-1-amine",99.104797,"C6H13N","CC(C)NCC=C","InChI=1S/C6H13N/c1-4-5-7-6(2)3/h4,6-7H,1,5H2,2-3H3","OWUBKHTYXCOYMM-UHFFFAOYSA-N"
21927842,"1-(1-Ethylcyclopropyl)methanamine",99.104797,"C6H13N","CCC1(CC1)CN","InChI=1S/C6H13N/c1-2-6(5-7)3-4-6/h2-5,7H2,1H3","DFEBPTMNVUHJRX-UHFFFAOYSA-N"
22108233,"1-Isopropylcyclopropanamine",99.104797,"C6H13N","CC(C)C1(CC1)N","InChI=1S/C6H13N/c1-5(2)6(7)3-4-6/h5H,3-4,7H2,1-2H3","BCEQMDPSJGINGM-UHFFFAOYSA-N"
22524900,"1-(2,2-Dimethylcyclopropyl)methanamine",99.104797,"C6H13N","CC1(CC1CN)C","InChI=1S/C6H13N/c1-6(2)3-5(6)4-7/h5H,3-4,7H2,1-2H3","FPMPHZAUZKHZNK-UHFFFAOYSA-N"
23553749,"2,3-Dimethyl-3-buten-1-amine",99.104797,"C6H13N","CC(CN)C(=C)C","InChI=1S/C6H13N/c1-5(2)6(3)4-7/h6H,1,4,7H2,2-3H3","BYBJENSLIADYII-UHFFFAOYSA-N"
24534695,"N,2,2-Trimethyl-1-propanimine",99.104797,"C6H13N","CC(C)(C)C=NC","InChI=1S/C6H13N/c1-6(2,3)5-7-4/h5H,1-4H3","PXHKEAWDVXYEOT-UHFFFAOYSA-N"
24591226,"N-Ethyl-1-butanimine",99.104797,"C6H13N","CCCC=NCC","InChI=1S/C6H13N/c1-3-5-6-7-4-2/h6H,3-5H2,1-2H3","BLARBXSPVIJGSG-UHFFFAOYSA-N"
24591227,"N-Butylethanimine",99.104797,"C6H13N","CCCCN=CC","InChI=1S/C6H13N/c1-3-5-6-7-4-2/h4H,3,5-6H2,1-2H3","NKGJJLDEORZFKJ-UHFFFAOYSA-N"
26053757,"N-Methyl-1-(2-methylcyclopropyl)methanamine",99.104797,"C6H13N","CC1CC1CNC","InChI=1S/C6H13N/c1-5-3-6(5)4-7-2/h5-7H,3-4H2,1-2H3","VMVQWPJUETYXCM-UHFFFAOYSA-N"
26054373,"1-Cyclopropyl-2-propanamine",99.104797,"C6H13N","CC(CC1CC1)N","InChI=1S/C6H13N/c1-5(7)4-6-2-3-6/h5-6H,2-4,7H2,1H3","WFJUBRAHXQCZAM-UHFFFAOYSA-N"
26455952,"N-Methyl-1-(1-methylcyclopropyl)methanamine",99.104797,"C6H13N","CC1(CC1)CNC","InChI=1S/C6H13N/c1-6(3-4-6)5-7-2/h7H,3-5H2,1-2H3","BXWMIHKQAAXKOG-UHFFFAOYSA-N"
26471185,"(4Z)-4-Hexen-1-amine",99.104797,"C6H13N","C/C=C\CCCN","InChI=1S/C6H13N/c1-2-3-4-5-6-7/h2-3H,4-7H2,1H3/b3-2-","AZJUGPLDDAZZTB-IHWYPQMZSA-N"
26486050,"2-Cyclopropyl-N-methylethanamine",99.104797,"C6H13N","CNCCC1CC1","InChI=1S/C6H13N/c1-7-5-4-6-2-3-6/h6-7H,2-5H2,1H3","ULELCQYQCBHXFY-UHFFFAOYSA-N"
26491587,"(3E)-3-Methyl-3-penten-1-amine",99.104797,"C6H13N","C/C=C(\C)/CCN","InChI=1S/C6H13N/c1-3-6(2)4-5-7/h3H,4-5,7H2,1-2H3/b6-3+","FVDSDSNMOWANSX-ZZXKWVIFSA-N"
26491601,"3-Methylene-1-pentanamine",99.104797,"C6H13N","CCC(=C)CCN","InChI=1S/C6H13N/c1-3-6(2)4-5-7/h2-5,7H2,1H3","ZNUXQUALVWOIAJ-UHFFFAOYSA-N"
26495058,"(4E)-4-Hexen-2-amine",99.104797,"C6H13N","C/C=C/CC(C)N","InChI=1S/C6H13N/c1-3-4-5-6(2)7/h3-4,6H,5,7H2,1-2H3/b4-3+","DGIDKSAXXIYJLR-ONEGZZNKSA-N"
27016068,"(3E)-N-Methyl-3-penten-2-amine",99.104797,"C6H13N","C/C=C/C(C)NC","InChI=1S/C6H13N/c1-4-5-6(2)7-3/h4-7H,1-3H3/b5-4+","RYJLQZZUQFEGBK-SNAWJCMRSA-N"
27016069,"(2E)-N,2-Dimethyl-2-buten-1-amine",99.104797,"C6H13N","C/C=C(\C)/CNC","InChI=1S/C6H13N/c1-4-6(2)5-7-3/h4,7H,5H2,1-3H3/b6-4+","IUULRFDJTPRMJA-GQCTYLIASA-N"
27268577,"2-(1-Methylcyclopropyl)ethanamine",99.104797,"C6H13N","CC1(CC1)CCN","InChI=1S/C6H13N/c1-6(2-3-6)4-5-7/h2-5,7H2,1H3","QTLHJKSNSNAIIC-UHFFFAOYSA-N"
27930108,"2-Isopropylcyclopropanamine",99.104797,"C6H13N","CC(C)C1CC1N","InChI=1S/C6H13N/c1-4(2)5-3-6(5)7/h4-6H,3,7H2,1-2H3","PAKOTDFUHRYXRU-UHFFFAOYSA-N"
28140227,"2-Propylcyclopropanamine",99.104797,"C6H13N","CCCC1CC1N","InChI=1S/C6H13N/c1-2-3-5-4-6(5)7/h5-6H,2-4,7H2,1H3","XNPZNZSQFBQSTE-UHFFFAOYSA-N"
28601573,"1-(3-Methylcyclobutyl)methanamine",99.104797,"C6H13N","CC1CC(C1)CN","InChI=1S/C6H13N/c1-5-2-6(3-5)4-7/h5-6H,2-4,7H2,1H3","GSVPWASAUVYUBM-UHFFFAOYSA-N"
29319984,"(1S,2R)-2-Methylcyclopentanamine",99.104797,"C6H13N","C[C@@H]1CCC[C@@H]1N","InChI=1S/C6H13N/c1-5-3-2-4-6(5)7/h5-6H,2-4,7H2,1H3/t5-,6+/m1/s1","TYDMZADCGUWTCH-RITPCOANSA-N"
29776606,"(1R)-1-Cyclobutylethanamine",99.104797,"C6H13N","C[C@H](C1CCC1)N","InChI=1S/C6H13N/c1-5(7)6-3-2-4-6/h5-6H,2-4,7H2,1H3/t5-/m1/s1","GDGHPMLCHFTAIY-RXMQYKEDSA-N"
29776607,"(1S)-1-Cyclobutylethanamine",99.104797,"C6H13N","C[C@@H](C1CCC1)N","InChI=1S/C6H13N/c1-5(7)6-3-2-4-6/h5-6H,2-4,7H2,1H3/t5-/m0/s1","GDGHPMLCHFTAIY-YFKPBYRVSA-N"
30908058,"(3S,4S)-3,4-Dimethylpyrrolidine",99.104797,"C6H13N","C[C@@H]1CNC[C@H]1C","InChI=1S/C6H13N/c1-5-3-7-4-6(5)2/h5-7H,3-4H2,1-2H3/t5-,6-/m1/s1","RDEHRKLSYJBKDV-PHDIDXHHSA-N"
30989315,"1-(2-Methylcyclobutyl)methanamine",99.104797,"C6H13N","CC1CCC1CN","InChI=1S/C6H13N/c1-5-2-3-6(5)4-7/h5-6H,2-4,7H2,1H3","IAYACHHAXQZZTQ-UHFFFAOYSA-N"
32033402,"1-[(1S,2S)-2-Methylcyclopropyl]ethanamine",99.104797,"C6H13N","C[C@H]1C[C@@H]1C(C)N","InChI=1S/C6H13N/c1-4-3-6(4)5(2)7/h4-6H,3,7H2,1-2H3/t4-,5?,6-/m0/s1","PNORXWKSUWCACH-BZWZBFKDSA-N"
32750885,"(1Z)-N-(2-Methyl-2-propanyl)ethanimine",99.104797,"C6H13N","C/C=N\C(C)(C)C","InChI=1S/C6H13N/c1-5-7-6(2,3)4/h5H,1-4H3/b7-5-","RPVBCVQKDPOMII-ALCCZGGFSA-N"
32800937,"1-[(1S)-2,2-Dimethylcyclopropyl]methanamine",99.104797,"C6H13N","CC1(C[C@@H]1CN)C","InChI=1S/C6H13N/c1-6(2)3-5(6)4-7/h5H,3-4,7H2,1-2H3/t5-/m1/s1","FPMPHZAUZKHZNK-RXMQYKEDSA-N"
32800938,"1-[(1R)-2,2-Dimethylcyclopropyl]methanamine",99.104797,"C6H13N","CC1(C[C@H]1CN)C","InChI=1S/C6H13N/c1-6(2)3-5(6)4-7/h5H,3-4,7H2,1-2H3/t5-/m0/s1","FPMPHZAUZKHZNK-YFKPBYRVSA-N"
32801685,"(3R,4S)-3,4-Dimethylpyrrolidine",99.104797,"C6H13N","C[C@@H]1CNC[C@@H]1C","InChI=1S/C6H13N/c1-5-3-7-4-6(5)2/h5-7H,3-4H2,1-2H3/t5-,6+","RDEHRKLSYJBKDV-OLQVQODUSA-N"
32801686,"(3R,4R)-3,4-Dimethylpyrrolidine",99.104797,"C6H13N","C[C@H]1CNC[C@@H]1C","InChI=1S/C6H13N/c1-5-3-7-4-6(5)2/h5-7H,3-4H2,1-2H3/t5-,6-/m0/s1","RDEHRKLSYJBKDV-WDSKDSINSA-N"
32802759,"(2R)-2-Isobutylaziridine",99.104797,"C6H13N","CC(C)C[C@@H]1CN1","InChI=1S/C6H13N/c1-5(2)3-6-4-7-6/h5-7H,3-4H2,1-2H3/t6-/m1/s1","KGHFQEDPQOKCSJ-ZCFIWIBFSA-N"
32809733,"(1S,2S)-2-Methylcyclopentanamine",99.104797,"C6H13N","C[C@H]1CCC[C@@H]1N","InChI=1S/C6H13N/c1-5-3-2-4-6(5)7/h5-6H,2-4,7H2,1H3/t5-,6-/m0/s1","TYDMZADCGUWTCH-WDSKDSINSA-N"
32860366,"(2E)-N-Ethyl-2-buten-1-amine",99.104797,"C6H13N","CCNC/C=C/C","InChI=1S/C6H13N/c1-3-5-6-7-4-2/h3,5,7H,4,6H2,1-2H3/b5-3+","CJQBPKXBGUJQRP-HWKANZROSA-N"
32967318,"(3R)-4-Methyl-1-penten-3-amine",99.104797,"C6H13N","CC(C)[C@H](C=C)N","InChI=1S/C6H13N/c1-4-6(7)5(2)3/h4-6H,1,7H2,2-3H3/t6-/m0/s1","QOKTTWTYXHGNCZ-LURJTMIESA-N"
32970599,"3-Methyl-4-penten-1-amine",99.104797,"C6H13N","CC(CCN)C=C","InChI=1S/C6H13N/c1-3-6(2)4-5-7/h3,6H,1,4-5,7H2,2H3","DHOZGVQOZATZGP-UHFFFAOYSA-N"
32972899,"(3R)-2-Methyl-1-penten-3-amine",99.104797,"C6H13N","CC[C@H](C(=C)C)N","InChI=1S/C6H13N/c1-4-6(7)5(2)3/h6H,2,4,7H2,1,3H3/t6-/m1/s1","WERMAGFLIZQGOD-ZCFIWIBFSA-N"
32972970,"3-Methyl-2-methylene-1-butanamine",99.104797,"C6H13N","CC(C)C(=C)CN","InChI=1S/C6H13N/c1-5(2)6(3)4-7/h5H,3-4,7H2,1-2H3","LJHQPNUBIYJRDE-UHFFFAOYSA-N"
32973202,"(2S)-5-Hexen-2-amine",99.104797,"C6H13N","C[C@@H](CCC=C)N","InChI=1S/C6H13N/c1-3-4-5-6(2)7/h3,6H,1,4-5,7H2,2H3/t6-/m0/s1","PBEJOEYAKXHDJT-LURJTMIESA-N"
32973325,"(1R)-1-[(1S,2S)-2-Methylcyclopropyl]ethanamine",99.104797,"C6H13N","C[C@H]1C[C@@H]1[C@@H](C)N","InChI=1S/C6H13N/c1-4-3-6(4)5(2)7/h4-6H,3,7H2,1-2H3/t4-,5+,6-/m0/s1","PNORXWKSUWCACH-JKUQZMGJSA-N"
32973936,"(1R,2R)-2-Ethyl-1-methylcyclopropanamine",99.104797,"C6H13N","CC[C@@H]1C[C@@]1(C)N","InChI=1S/C6H13N/c1-3-5-4-6(5,2)7/h5H,3-4,7H2,1-2H3/t5-,6-/m1/s1","DMZKCEVZIPRVKQ-PHDIDXHHSA-N"
32974813,"(3E)-2-Methyl-3-penten-1-amine",99.104797,"C6H13N","C/C=C/C(C)CN","InChI=1S/C6H13N/c1-3-4-6(2)5-7/h3-4,6H,5,7H2,1-2H3/b4-3+","AMNSVVMMZZHJLW-ONEGZZNKSA-N"
32975307,"(2R,3R)-2-Ethyl-2,3-dimethylaziridine",99.104797,"C6H13N","CC[C@@]1([C@H](N1)C)C","InChI=1S/C6H13N/c1-4-6(3)5(2)7-6/h5,7H,4H2,1-3H3/t5-,6-/m1/s1","SGKRWBMDSLBWNC-PHDIDXHHSA-N"
32975404,"(2S,3S)-2,3-Diethylaziridine",99.104797,"C6H13N","CC[C@H]1[C@@H](N1)CC","InChI=1S/C6H13N/c1-3-5-6(4-2)7-5/h5-7H,3-4H2,1-2H3/t5-,6-/m0/s1","PQXYVKJXQOZFJV-WDSKDSINSA-N"
32976021,"N-Ethyl-2-methyl-1-propen-1-amine",99.104797,"C6H13N","CCNC=C(C)C","InChI=1S/C6H13N/c1-4-7-5-6(2)3/h5,7H,4H2,1-3H3","UPEKGKBTFUAYFE-UHFFFAOYSA-N"
32976054,"(2R,3S)-2,3-Diethylaziridine",99.104797,"C6H13N","CC[C@@H]1[C@@H](N1)CC","InChI=1S/C6H13N/c1-3-5-6(4-2)7-5/h5-7H,3-4H2,1-2H3/t5-,6+","PQXYVKJXQOZFJV-OLQVQODUSA-N"
32976086,"2-Methyl-N-vinyl-2-propanamine",99.104797,"C6H13N","CC(C)(C)NC=C","InChI=1S/C6H13N/c1-5-7-6(2,3)4/h5,7H,1H2,2-4H3","LGJRTURUUIZFIN-UHFFFAOYSA-N"
32976616,"(2R,3S)-2-Isopropyl-3-methylaziridine",99.104797,"C6H13N","C[C@H]1[C@H](N1)C(C)C","InChI=1S/C6H13N/c1-4(2)6-5(3)7-6/h4-7H,1-3H3/t5-,6+/m0/s1","NUSJSUXXQYWACW-NTSWFWBYSA-N"
32976949,"(2R)-2-(2-Methyl-2-propanyl)aziridine",99.104797,"C6H13N","CC(C)(C)[C@@H]1CN1","InChI=1S/C6H13N/c1-6(2,3)5-4-7-5/h5,7H,4H2,1-3H3/t5-/m0/s1","GNQYSZWDGCPWFK-YFKPBYRVSA-N"
32976975,"N,2-Dimethyl-3-buten-2-amine",99.104797,"C6H13N","CC(C)(C=C)NC","InChI=1S/C6H13N/c1-5-6(2,3)7-4/h5,7H,1H2,2-4H3","DSJFCAAHGYTQAJ-UHFFFAOYSA-N"
32977055,"N-Isopropyl-1-propen-2-amine",99.104797,"C6H13N","CC(C)NC(=C)C","InChI=1S/C6H13N/c1-5(2)7-6(3)4/h6-7H,1H2,2-4H3","WIRHYSRIYDMUNZ-UHFFFAOYSA-N"
32977136,"(2R)-2-sec-Butylaziridine",99.104797,"C6H13N","CCC(C)[C@@H]1CN1","InChI=1S/C6H13N/c1-3-5(2)6-4-7-6/h5-7H,3-4H2,1-2H3/t5?,6-/m0/s1","VDEQLLKAJJBYKS-GDVGLLTNSA-N"
32977442,"2-Methyl-2-propylaziridine",99.104797,"C6H13N","CCCC1(CN1)C","InChI=1S/C6H13N/c1-3-4-6(2)5-7-6/h7H,3-5H2,1-2H3","DLFSNZDYISAJFV-UHFFFAOYSA-N"
32977551,"(2S)-2,5-Dimethylpyrrolidine",99.104797,"C6H13N","C[C@H]1CCC(N1)C","InChI=1S/C6H13N/c1-5-3-4-6(2)7-5/h5-7H,3-4H2,1-2H3/t5-,6?/m0/s1","ZEBFPAXSQXIPNF-ZBHICJROSA-N"
32978371,"2-Isopropyl-2-methylaziridine",99.104797,"C6H13N","CC(C)C1(CN1)C","InChI=1S/C6H13N/c1-5(2)6(3)4-7-6/h5,7H,4H2,1-3H3","PNCHUQJLXDQHAO-UHFFFAOYSA-N"
32978428,"3-Ethyl-2,2-dimethylaziridine",99.104797,"C6H13N","CCC1C(N1)(C)C","InChI=1S/C6H13N/c1-4-5-6(2,3)7-5/h5,7H,4H2,1-3H3","RDMGKRTUWBTOSJ-UHFFFAOYSA-N"
32979639,"(2Z)-2-Methyl-2-penten-1-amine",99.104797,"C6H13N","CC/C=C(/C)\CN","InChI=1S/C6H13N/c1-3-4-6(2)5-7/h4H,3,5,7H2,1-2H3/b6-4-","IGURFOFUWOCRDN-XQRVVYSFSA-N"
32982104,"1-[(2S,3S)-2,3-Dimethylcyclopropyl]methanamine",99.104797,"C6H13N","C[C@H]1[C@@H](C1CN)C","InChI=1S/C6H13N/c1-4-5(2)6(4)3-7/h4-6H,3,7H2,1-2H3/t4-,5-/m0/s1","VJLUWNNKUKTHOF-WHFBIAKZSA-N"
32982850,"(2S)-2-Isopropylazetidine",99.104797,"C6H13N","CC(C)[C@@H]1CCN1","InChI=1S/C6H13N/c1-5(2)6-3-4-7-6/h5-7H,3-4H2,1-2H3/t6-/m0/s1","MDVHHYGTBKHJAU-LURJTMIESA-N"
32990007,"(1E)-N,3-Dimethyl-1-buten-1-amine",99.104797,"C6H13N","CC(C)/C=C/NC","InChI=1S/C6H13N/c1-6(2)4-5-7-3/h4-7H,1-3H3/b5-4+","HWTZKIZSVZQYSB-SNAWJCMRSA-N"
32990618,"N-Methyl-1-[(1R,2R)-2-methylcyclopropyl]methanamine",99.104797,"C6H13N","C[C@@H]1C[C@H]1CNC","InChI=1S/C6H13N/c1-5-3-6(5)4-7-2/h5-7H,3-4H2,1-2H3/t5-,6+/m1/s1","VMVQWPJUETYXCM-RITPCOANSA-N"
32991283,"(2S)-N-Methyl-4-penten-2-amine",99.104797,"C6H13N","C[C@@H](CC=C)NC","InChI=1S/C6H13N/c1-4-5-6(2)7-3/h4,6-7H,1,5H2,2-3H3/t6-/m0/s1","BRLFBNVIHIQUMM-LURJTMIESA-N"
32991537,"(1E)-N-Isopropyl-1-propen-1-amine",99.104797,"C6H13N","C/C=C/NC(C)C","InChI=1S/C6H13N/c1-4-5-7-6(2)3/h4-7H,1-3H3/b5-4+","UGFCOENRMZWTFR-SNAWJCMRSA-N"
34210029,"(1R,2R)-2-Propylcyclopropanamine",99.104797,"C6H13N","CCC[C@@H]1C[C@H]1N","InChI=1S/C6H13N/c1-2-3-5-4-6(5)7/h5-6H,2-4,7H2,1H3/t5-,6-/m1/s1","XNPZNZSQFBQSTE-PHDIDXHHSA-N"
35227801,"(3R)-5-Hexen-3-amine",99.104797,"C6H13N","CC[C@H](CC=C)N","InChI=1S/C6H13N/c1-3-5-6(7)4-2/h3,6H,1,4-5,7H2,2H3/t6-/m1/s1","NENBPVJEHWLNLP-ZCFIWIBFSA-N"
35488192,"1,3-Dimethylcyclobutanamine",99.104797,"C6H13N","CC1CC(C1)(C)N","InChI=1S/C6H13N/c1-5-3-6(2,7)4-5/h5H,3-4,7H2,1-2H3","ZWMRWMKTTMIHRM-UHFFFAOYSA-N"
35767047,"(1E)-N,3-Dimethyl-1-butanimine",99.104797,"C6H13N","CC(C)C/C=N/C","InChI=1S/C6H13N/c1-6(2)4-5-7-3/h5-6H,4H2,1-3H3/b7-5+","NGBVUZKFWGLZLQ-FNORWQNLSA-N"
35889318,"(1S)-1-(1-Methylcyclopropyl)ethanamine",99.104797,"C6H13N","C[C@@H](C1(CC1)C)N","InChI=1S/C6H13N/c1-5(7)6(2)3-4-6/h5H,3-4,7H2,1-2H3/t5-/m0/s1","DOAMTLHAIDSDBV-YFKPBYRVSA-N"
35889319,"(1R)-1-(1-Methylcyclopropyl)ethanamine",99.104797,"C6H13N","C[C@H](C1(CC1)C)N","InChI=1S/C6H13N/c1-5(7)6(2)3-4-6/h5H,3-4,7H2,1-2H3/t5-/m1/s1","DOAMTLHAIDSDBV-RXMQYKEDSA-N"
35905437,"(2S)-1-Cyclopropyl-2-propanamine",99.104797,"C6H13N","C[C@@H](CC1CC1)N","InChI=1S/C6H13N/c1-5(7)4-6-2-3-6/h5-6H,2-4,7H2,1H3/t5-/m0/s1","WFJUBRAHXQCZAM-YFKPBYRVSA-N"
35905438,"(2R)-1-Cyclopropyl-2-propanamine",99.104797,"C6H13N","C[C@H](CC1CC1)N","InChI=1S/C6H13N/c1-5(7)4-6-2-3-6/h5-6H,2-4,7H2,1H3/t5-/m1/s1","WFJUBRAHXQCZAM-RXMQYKEDSA-N"
36821264,"N,3-Dimethylcyclobutanamine",99.104797,"C6H13N","CC1CC(C1)NC","InChI=1S/C6H13N/c1-5-3-6(4-5)7-2/h5-7H,3-4H2,1-2H3","UGUBYDRVJOZWSK-UHFFFAOYSA-N"
36910632,"N,2-Dimethylcyclobutanamine",99.104797,"C6H13N","CC1CCC1NC","InChI=1S/C6H13N/c1-5-3-4-6(5)7-2/h5-7H,3-4H2,1-2H3","BIPYRARQAGMXCW-UHFFFAOYSA-N"
37655597,"2-(2-Methylcyclopropyl)ethanamine",99.104797,"C6H13N","CC1CC1CCN","InChI=1S/C6H13N/c1-5-4-6(5)2-3-7/h5-6H,2-4,7H2,1H3","WSRSPJKCIMNPIK-UHFFFAOYSA-N"
37655600,"1-(2-Methylcyclopropyl)ethanamine",99.104797,"C6H13N","CC1CC1C(C)N","InChI=1S/C6H13N/c1-4-3-6(4)5(2)7/h4-6H,3,7H2,1-2H3","PNORXWKSUWCACH-UHFFFAOYSA-N"
37666771,"2,2,3-Trimethylcyclopropanamine",99.104797,"C6H13N","CC1C(C1(C)C)N","InChI=1S/C6H13N/c1-4-5(7)6(4,2)3/h4-5H,7H2,1-3H3","NPZOXHJFVIOPST-UHFFFAOYSA-N"
37666772,"1-(2,3-Dimethylcyclopropyl)methanamine",99.104797,"C6H13N","CC1C(C1CN)C","InChI=1S/C6H13N/c1-4-5(2)6(4)3-7/h4-6H,3,7H2,1-2H3","VJLUWNNKUKTHOF-UHFFFAOYSA-N"
37669195,"1-Ethyl-N-methylcyclopropanamine",99.104797,"C6H13N","CCC1(CC1)NC","InChI=1S/C6H13N/c1-3-6(7-2)4-5-6/h7H,3-5H2,1-2H3","PYIHBODUNRRGKT-UHFFFAOYSA-N"
37669196,"1-Ethyl-2-methylcyclopropanamine",99.104797,"C6H13N","CCC1(CC1C)N","InChI=1S/C6H13N/c1-3-6(7)4-5(6)2/h5H,3-4,7H2,1-2H3","QPPDWCWOZKUMRI-UHFFFAOYSA-N"
37686283,"2-Ethyl-N-methylcyclopropanamine",99.104797,"C6H13N","CCC1CC1NC","InChI=1S/C6H13N/c1-3-5-4-6(5)7-2/h5-7H,3-4H2,1-2H3","PTOQZSFXUOHRNJ-UHFFFAOYSA-N"
37686284,"(2E)-N-Methyl-2-penten-1-amine",99.104797,"C6H13N","CC/C=C/CNC","InChI=1S/C6H13N/c1-3-4-5-6-7-2/h4-5,7H,3,6H2,1-2H3/b5-4+","OEOPPEOJMSPERV-SNAWJCMRSA-N"
37686285,"N,1,2-Trimethylcyclopropanamine",99.104797,"C6H13N","CC1CC1(C)NC","InChI=1S/C6H13N/c1-5-4-6(5,2)7-3/h5,7H,4H2,1-3H3","RMXBHKWQFBQBQG-UHFFFAOYSA-N"
37700114,"(2E)-3-Methyl-2-penten-1-amine",99.104797,"C6H13N","CC/C(=C/CN)/C","InChI=1S/C6H13N/c1-3-6(2)4-5-7/h4H,3,5,7H2,1-2H3/b6-4+","FTEGDCQABRIUNQ-GQCTYLIASA-N"
37871538,"3-Methylene-2-pentanamine",99.104797,"C6H13N","CCC(=C)C(C)N","InChI=1S/C6H13N/c1-4-5(2)6(3)7/h6H,2,4,7H2,1,3H3","DVPIGELGCAUTEZ-UHFFFAOYSA-N"
42201706,"N-Ethyl-1-methylcyclopropanamine",99.104797,"C6H13N","CCNC1(CC1)C","InChI=1S/C6H13N/c1-3-7-6(2)4-5-6/h7H,3-5H2,1-2H3","OOLSBYJPLZRLCO-UHFFFAOYSA-N"
