"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
16423952,"1-(5-Nitro-2-pyridinyl)ethanone",166.037842,"C7H6N2O3","CC(=O)c1ccc(cn1)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c1-5(10)7-3-2-6(4-8-7)9(11)12/h2-4H,1H3","QTGKFJUCQAYIRK-UHFFFAOYSA-N"
19969738,"3-Diazo-6-hydroxy-1,4-cyclohexadiene-1-carboxylic acid",166.037842,"C7H6N2O3","C1=CC(=[N+]=[N-])C=C(C1O)C(=O)O","InChI=1S/C7H6N2O3/c8-9-4-1-2-6(10)5(3-4)7(11)12/h1-3,6,10H,(H,11,12)","JXZFHXISNKUPLK-UHFFFAOYSA-N"
20122740,"2-Hydroxy-3-pyrazin-2-ylacrylic acid",166.037842,"C7H6N2O3","c1cnc(cn1)/C=C(/C(=O)O)\O","InChI=1S/C7H6N2O3/c10-6(7(11)12)3-5-4-8-1-2-9-5/h1-4,10H,(H,11,12)/b6-3-","LXLIUACVBRZLDP-UTCJRWHESA-N"
21265489,"6-[(E)-(Hydroxyimino)methyl]nicotinic acid",166.037842,"C7H6N2O3","c1cc(ncc1C(=O)O)/C=N/O","InChI=1S/C7H6N2O3/c10-7(11)5-1-2-6(4-9-12)8-3-5/h1-4,12H,(H,10,11)/b9-4+","QUNZFENYFPTWOD-RUDMXATFSA-N"
21404265,"4-Amino-3-nitrobenzaldehyde",166.037842,"C7H6N2O3","c1cc(c(cc1C=O)[N+](=O)[O-])N","InChI=1S/C7H6N2O3/c8-6-2-1-5(4-10)3-7(6)9(11)12/h1-4H,8H2","IIOCECYTBZBBAL-UHFFFAOYSA-N"
21410319,"1,3-Oxazol-2-yl(1,3-oxazol-5-yl)methanol",166.037842,"C7H6N2O3","c1coc(n1)C(c2cnco2)O","InChI=1S/C7H6N2O3/c10-6(5-3-8-4-12-5)7-9-1-2-11-7/h1-4,6,10H","DFQADTWBOUYTGI-UHFFFAOYSA-N"
21513260,"6-methyl-3-nitropicolinaldehyde",166.037842,"C7H6N2O3","Cc1ccc(c(n1)C=O)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c1-5-2-3-7(9(11)12)6(4-10)8-5/h2-4H,1H3","SVWHYBSSVDITJE-UHFFFAOYSA-N"
21787396,"5-Methyl-2,3-dihydrofuro[3,4-d]pyridazine-1,4-dione",166.037842,"C7H6N2O3","Cc1c2c(co1)c(=O)[nH][nH]c2=O","InChI=1S/C7H6N2O3/c1-3-5-4(2-12-3)6(10)8-9-7(5)11/h2H,1H3,(H,8,10)(H,9,11)","CXCZQSGWRKQGBD-UHFFFAOYSA-N"
23979725,"7-Hydroxy-3-methyl[1,2]oxazolo[4,5-b]pyridin-5(4H)-one",166.037842,"C7H6N2O3","Cc1c2c(c(cc(=O)[nH]2)O)on1","InChI=1S/C7H6N2O3/c1-3-6-7(12-9-3)4(10)2-5(11)8-6/h2H,1H3,(H2,8,10,11)","ZRMKJTYAICJZEZ-UHFFFAOYSA-N"
24188534,"[1,3]Oxazolo[5,4-c]pyridine-5(2H)-carboxylic acid",166.037842,"C7H6N2O3","C1N=C2C=CN(C=C2O1)C(=O)O","InChI=1S/C7H6N2O3/c10-7(11)9-2-1-5-6(3-9)12-4-8-5/h1-3H,4H2,(H,10,11)","LQEZUVPRVAJWBQ-UHFFFAOYSA-N"
24188608,"Methyl 5-formyl-2-pyrazinecarboxylate",166.037842,"C7H6N2O3","COC(=O)c1cnc(cn1)C=O","InChI=1S/C7H6N2O3/c1-12-7(11)6-3-8-5(4-10)2-9-6/h2-4H,1H3","KNAAFIKYVYERNG-UHFFFAOYSA-N"
24188611,"(2E)-(Hydroxyimino)(2-pyridinyl)acetic acid",166.037842,"C7H6N2O3","c1ccnc(c1)/C(=N\O)/C(=O)O","InChI=1S/C7H6N2O3/c10-7(11)6(9-12)5-3-1-2-4-8-5/h1-4,12H,(H,10,11)/b9-6+","XEUZNFOODWAMRO-RMKNXTFCSA-N"
24188626,"5-Acetyl-2-pyrazinecarboxylic acid",166.037842,"C7H6N2O3","CC(=O)c1cnc(cn1)C(=O)O","InChI=1S/C7H6N2O3/c1-4(10)5-2-9-6(3-8-5)7(11)12/h2-3H,1H3,(H,11,12)","HMUCEWYEXBWAGY-UHFFFAOYSA-N"
24188628,"(2Z)-(Hydroxyimino)(3-pyridinyl)acetic acid",166.037842,"C7H6N2O3","c1cc(cnc1)/C(=N/O)/C(=O)O","InChI=1S/C7H6N2O3/c10-7(11)6(9-12)5-2-1-3-8-4-5/h1-4,12H,(H,10,11)/b9-6-","HXQUIONKMXRBQC-TWGQIWQCSA-N"
24188629,"(2E)-(Hydroxyimino)(3-pyridinyl)acetic acid",166.037842,"C7H6N2O3","c1cc(cnc1)/C(=N\O)/C(=O)O","InChI=1S/C7H6N2O3/c10-7(11)6(9-12)5-2-1-3-8-4-5/h1-4,12H,(H,10,11)/b9-6+","HXQUIONKMXRBQC-RMKNXTFCSA-N"
24196267,"(2Z)-(Hydroxyimino)(2-oxo-1(2H)-pyridinyl)acetaldehyde",166.037842,"C7H6N2O3","c1ccn(c(=O)c1)/C(=N\O)/C=O","InChI=1S/C7H6N2O3/c10-5-6(8-12)9-4-2-1-3-7(9)11/h1-5,12H/b8-6-","OXKLNBJFXDMYLQ-VURMDHGXSA-N"
24214696,"5H-2,3'-Bi-1,2-oxazole-4'-carbaldehyde",166.037842,"C7H6N2O3","c1c(c(no1)N2C=CCO2)C=O","InChI=1S/C7H6N2O3/c10-4-6-5-11-8-7(6)9-2-1-3-12-9/h1-2,4-5H,3H2","UUQQSFYXFLIJFR-UHFFFAOYSA-N"
24214748,"2'H,4H-Spiro[furo[3,4-d][1,2]oxazole-6,5'-[1,2]oxazole]",166.037842,"C7H6N2O3","c1c2c(on1)C3(C=CNO3)OC2","InChI=1S/C7H6N2O3/c1-2-8-12-7(1)6-5(4-10-7)3-9-11-6/h1-3,8H,4H2","BSICGUGJKSXHNU-UHFFFAOYSA-N"
24214759,"3-Methyl[1,2]oxazolo[4,5-b]pyridine 2,4-dioxide",166.037842,"C7H6N2O3","Cc1c2c(ccc[n+]2[O-])o[n+]1[O-]","InChI=1S/C7H6N2O3/c1-5-7-6(12-9(5)11)3-2-4-8(7)10/h2-4H,1H3","NFPUAURMWPSOFJ-UHFFFAOYSA-N"
24214761,"(4-Cyano-5-methyl-1,2-oxazol-3-yl)acetic acid",166.037842,"C7H6N2O3","Cc1c(c(no1)CC(=O)O)C#N","InChI=1S/C7H6N2O3/c1-4-5(3-8)6(9-12-4)2-7(10)11/h2H2,1H3,(H,10,11)","OFAJKJYAXWKZSZ-UHFFFAOYSA-N"
24217762,"(2Z)-2-Hydroxy-3-(4-pyrimidinyl)acrylic acid",166.037842,"C7H6N2O3","c1cncnc1/C=C(/C(=O)O)\O","InChI=1S/C7H6N2O3/c10-6(7(11)12)3-5-1-2-8-4-9-5/h1-4,10H,(H,11,12)/b6-3-","AAYSSORSZIRFNV-UTCJRWHESA-N"
24221906,"1-Nitro-4-(nitrosomethyl)benzene",166.037842,"C7H6N2O3","c1cc(ccc1CN=O)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c10-8-5-6-1-3-7(4-2-6)9(11)12/h1-4H,5H2","LRYUWXNYWAFFAX-UHFFFAOYSA-N"
24609588,"2-Amino-3-nitrobenzaldehyde",166.037842,"C7H6N2O3","c1cc(c(c(c1)[N+](=O)[O-])N)C=O","InChI=1S/C7H6N2O3/c8-7-5(4-10)2-1-3-6(7)9(11)12/h1-4H,8H2","LDKGAMZVANIDGZ-UHFFFAOYSA-N"
25071693,"2-Cyano-2-hydroxy-1,2-dihydro-4-pyridinecarboxylic acid",166.037842,"C7H6N2O3","C1=CNC(C=C1C(=O)O)(C#N)O","InChI=1S/C7H6N2O3/c8-4-7(12)3-5(6(10)11)1-2-9-7/h1-3,9,12H,(H,10,11)","DWMKOTYMYFYTSZ-UHFFFAOYSA-N"
26053540,"[3-(2-Furyl)-1,2,4-oxadiazol-5-yl]methanol",166.037842,"C7H6N2O3","c1cc(oc1)c2nc(on2)CO","InChI=1S/C7H6N2O3/c10-4-6-8-7(9-12-6)5-2-1-3-11-5/h1-3,10H,4H2","HFRJJVIUNJBIHI-UHFFFAOYSA-N"
26480730,"3-Oxo-3-(2-pyrimidinyl)propanoic acid",166.037842,"C7H6N2O3","c1cnc(nc1)C(=O)CC(=O)O","InChI=1S/C7H6N2O3/c10-5(4-6(11)12)7-8-2-1-3-9-7/h1-3H,4H2,(H,11,12)","GSHHUBYXDPBSND-UHFFFAOYSA-N"
26526214,"Methyl 2-formyl-5-pyrimidinecarboxylate",166.037842,"C7H6N2O3","COC(=O)c1cnc(nc1)C=O","InChI=1S/C7H6N2O3/c1-12-7(11)5-2-8-6(4-10)9-3-5/h2-4H,1H3","RDKPAGIQZAZQRJ-UHFFFAOYSA-N"
26944430,"4',5'-Dihydro-2,2'-bi-1,3-oxazol-4(5H)-ylidenemethanone",166.037842,"C7H6N2O3","C1COC(=N1)C2=NC(=C=O)CO2","InChI=1S/C7H6N2O3/c10-3-5-4-12-7(9-5)6-8-1-2-11-6/h1-2,4H2","UMFMQCWBCVZAGJ-UHFFFAOYSA-N"
26948810,"1-(2-Propyn-1-yloxy)-2,4(1H,3H)-pyrimidinedione",166.037842,"C7H6N2O3","C#CCOn1ccc(=O)[nH]c1=O","InChI=1S/C7H6N2O3/c1-2-5-12-9-4-3-6(10)8-7(9)11/h1,3-4H,5H2,(H,8,10,11)","KEBYZWDSQSDCDM-UHFFFAOYSA-N"
28189474,"6,7-Dihydro[1,4]dioxino[2,3-c]pyridazine-3-carbaldehyde",166.037842,"C7H6N2O3","c1c(nnc2c1OCCO2)C=O","InChI=1S/C7H6N2O3/c10-4-5-3-6-7(9-8-5)12-2-1-11-6/h3-4H,1-2H2","CAZNYHXZJYLYJA-UHFFFAOYSA-N"
28190432,"6-(Hydroxymethyl)furo[2,3-d]pyrimidin-2(1H)-one",166.037842,"C7H6N2O3","c1c2cnc(=O)[nH]c2oc1CO","InChI=1S/C7H6N2O3/c10-3-5-1-4-2-8-7(11)9-6(4)12-5/h1-2,10H,3H2,(H,8,9,11)","QKUORMNQOZKRCD-UHFFFAOYSA-N"
28291704,"3,3'-Bi-1,2-oxazol-5-ylmethanol",166.037842,"C7H6N2O3","c1conc1c2cc(on2)CO","InChI=1S/C7H6N2O3/c10-4-5-3-7(9-12-5)6-1-2-11-8-6/h1-3,10H,4H2","KGMXOLGOPZWHKU-UHFFFAOYSA-N"
28291728,"4,7-Dihydroxy-1,3-dihydro-2H-benzimidazol-2-one",166.037842,"C7H6N2O3","c1cc(c2c(c1O)[nH]c(=O)[nH]2)O","InChI=1S/C7H6N2O3/c10-3-1-2-4(11)6-5(3)8-7(12)9-6/h1-2,10-11H,(H2,8,9,12)","RBUQGQSNROFKBM-UHFFFAOYSA-N"
28420421,"3-Amino-2-nitrobenzaldehyde",166.037842,"C7H6N2O3","c1cc(c(c(c1)N)[N+](=O)[O-])C=O","InChI=1S/C7H6N2O3/c8-6-3-1-2-5(4-10)7(6)9(11)12/h1-4H,8H2","MYJSHORNYHNRIP-UHFFFAOYSA-N"
28426493,"3-Amino-5-nitrobenzaldehyde",166.037842,"C7H6N2O3","c1c(cc(cc1N)[N+](=O)[O-])C=O","InChI=1S/C7H6N2O3/c8-6-1-5(4-10)2-7(3-6)9(11)12/h1-4H,8H2","MMOCLSLSNCMWAS-UHFFFAOYSA-N"
29379614,"5-(2-Methyl-3-furyl)-1,3,4-oxadiazol-2(3H)-one",166.037842,"C7H6N2O3","Cc1c(cco1)c2n[nH]c(=O)o2","InChI=1S/C7H6N2O3/c1-4-5(2-3-11-4)6-8-9-7(10)12-6/h2-3H,1H3,(H,9,10)","SYWBKMPGLUCRKJ-UHFFFAOYSA-N"
29434657,"3-(2-Propyn-1-yloxy)-2,4(1H,3H)-pyrimidinedione",166.037842,"C7H6N2O3","C#CCOn1c(=O)cc[nH]c1=O","InChI=1S/C7H6N2O3/c1-2-5-12-9-6(10)3-4-8-7(9)11/h1,3-4H,5H2,(H,8,11)","FLSICYZXFARYCX-UHFFFAOYSA-N"
29773582,"4,7-Dihydroxy-1,3-dihydro-2H-pyrrolo[2,3-c]pyridin-2-one",166.037842,"C7H6N2O3","c1c(c2c(c(n1)O)NC(=O)C2)O","InChI=1S/C7H6N2O3/c10-4-2-8-7(12)6-3(4)1-5(11)9-6/h2,10H,1H2,(H,8,12)(H,9,11)","NPFIIDZBRCVBDW-UHFFFAOYSA-N"
29791537,"6-[(Hydroxyimino)methyl]nicotinic acid",166.037842,"C7H6N2O3","c1cc(ncc1C(=O)O)C=NO","InChI=1S/C7H6N2O3/c10-7(11)5-1-2-6(4-9-12)8-3-5/h1-4,12H,(H,10,11)","QUNZFENYFPTWOD-UHFFFAOYSA-N"
30648398,"4-Carbamoyl-2-pyridinecarboxylic acid",166.037842,"C7H6N2O3","c1cnc(cc1C(=O)N)C(=O)O","InChI=1S/C7H6N2O3/c8-6(10)4-1-2-9-5(3-4)7(11)12/h1-3H,(H2,8,10)(H,11,12)","LYURAHWBLCUAND-UHFFFAOYSA-N"
30803329,"(6-Methyl-2-pyrazinyl)(oxo)acetic acid",166.037842,"C7H6N2O3","Cc1cncc(n1)C(=O)C(=O)O","InChI=1S/C7H6N2O3/c1-4-2-8-3-5(9-4)6(10)7(11)12/h2-3H,1H3,(H,11,12)","VFCJHYOITUCBKL-UHFFFAOYSA-N"
32686422,"6-Nitro-2,3-dihydro-1H-pyrrolizin-1-one",166.037842,"C7H6N2O3","c1c(cn2c1C(=O)CC2)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c10-7-1-2-8-4-5(9(11)12)3-6(7)8/h3-4H,1-2H2","NQANJNHHIIGBHG-UHFFFAOYSA-N"
32759117,"2-[(E)-(Hydroxyimino)methyl]-4-nitrosophenol",166.037842,"C7H6N2O3","c1cc(c(cc1N=O)/C=N/O)O","InChI=1S/C7H6N2O3/c10-7-2-1-6(9-12)3-5(7)4-8-11/h1-4,10-11H/b8-4+","PFVQEGGNKQIDDS-XBXARRHUSA-N"
32778097,"2-(Iminomethyl)-4-nitrophenol",166.037842,"C7H6N2O3","c1cc(c(cc1[N+](=O)[O-])C=N)O","InChI=1S/C7H6N2O3/c8-4-5-3-6(9(11)12)1-2-7(5)10/h1-4,8,10H","CGKNJXXTDZMIEL-UHFFFAOYSA-N"
32864249,"2-Methyl-5-nitronicotinaldehyde",166.037842,"C7H6N2O3","Cc1c(cc(cn1)[N+](=O)[O-])C=O","InChI=1S/C7H6N2O3/c1-5-6(4-10)2-7(3-8-5)9(11)12/h2-4H,1H3","CRKZBTMFFUCPQQ-UHFFFAOYSA-N"
33289957,"Methyl 4-formyl-2-pyrimidinecarboxylate",166.037842,"C7H6N2O3","COC(=O)c1nccc(n1)C=O","InChI=1S/C7H6N2O3/c1-12-7(11)6-8-3-2-5(4-10)9-6/h2-4H,1H3","BIDIBNROAUBFBZ-UHFFFAOYSA-N"
33290342,"2-Methoxy-4,6-pyrimidinedicarbaldehyde",166.037842,"C7H6N2O3","COc1nc(cc(n1)C=O)C=O","InChI=1S/C7H6N2O3/c1-12-7-8-5(3-10)2-6(4-11)9-7/h2-4H,1H3","JBIYIUUHKAZWPJ-UHFFFAOYSA-N"
33290436,"5-Methyl-3-nitro-2-pyridinecarbaldehyde",166.037842,"C7H6N2O3","Cc1cc(c(nc1)C=O)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c1-5-2-7(9(11)12)6(4-10)8-3-5/h2-4H,1H3","KMGAPSKIYPBWIU-UHFFFAOYSA-N"
34996981,"5-Diazo-2-hydroxy-1,3-cyclohexadiene-1-carboxylic acid",166.037842,"C7H6N2O3","C1C(=[N+]=[N-])C=CC(=C1C(=O)O)O","InChI=1S/C7H6N2O3/c8-9-4-1-2-6(10)5(3-4)7(11)12/h1-2,10H,3H2,(H,11,12)","AMRYYPNSJDGSLW-UHFFFAOYSA-N"
35484670,"3-Methylpyrazolo[5,1-b][1,3]oxazole-6-carboxylic acid",166.037842,"C7H6N2O3","Cc1coc2n1nc(c2)C(=O)O","InChI=1S/C7H6N2O3/c1-4-3-12-6-2-5(7(10)11)8-9(4)6/h2-3H,1H3,(H,10,11)","HPHDFVAHJRWLEL-UHFFFAOYSA-N"
37096708,"5-Formamido-2-pyridinecarboxylic acid",166.037842,"C7H6N2O3","c1cc(ncc1NC=O)C(=O)O","InChI=1S/C7H6N2O3/c10-4-9-5-1-2-6(7(11)12)8-3-5/h1-4H,(H,9,10)(H,11,12)","KQOIKWIKLPQUNS-UHFFFAOYSA-N"
37493918,"5-Methylimidazo[2,1-b][1,3]oxazole-2-carboxylic acid",166.037842,"C7H6N2O3","Cc1cnc2n1cc(o2)C(=O)O","InChI=1S/C7H6N2O3/c1-4-2-8-7-9(4)3-5(12-7)6(10)11/h2-3H,1H3,(H,10,11)","MBUAVHMOEGHCBN-UHFFFAOYSA-N"
37493919,"6-Methylimidazo[2,1-b][1,3]oxazole-2-carboxylic acid",166.037842,"C7H6N2O3","Cc1cn2cc(oc2n1)C(=O)O","InChI=1S/C7H6N2O3/c1-4-2-9-3-5(6(10)11)12-7(9)8-4/h2-3H,1H3,(H,10,11)","IZVJTTFLASYHOI-UHFFFAOYSA-N"
37493920,"3-Methylimidazo[2,1-b][1,3]oxazole-2-carboxylic acid",166.037842,"C7H6N2O3","Cc1c(oc2n1ccn2)C(=O)O","InChI=1S/C7H6N2O3/c1-4-5(6(10)11)12-7-8-2-3-9(4)7/h2-3H,1H3,(H,10,11)","YRSNQEUDKMCRHG-UHFFFAOYSA-N"
37493921,"Imidazo[2,1-b][1,3]oxazol-5-ylacetic acid",166.037842,"C7H6N2O3","c1coc2n1c(cn2)CC(=O)O","InChI=1S/C7H6N2O3/c10-6(11)3-5-4-8-7-9(5)1-2-12-7/h1-2,4H,3H2,(H,10,11)","GTAQMQLSYFULTB-UHFFFAOYSA-N"
37493922,"Pyrazolo[5,1-b][1,3]oxazol-7-ylacetic acid",166.037842,"C7H6N2O3","c1coc2n1ncc2CC(=O)O","InChI=1S/C7H6N2O3/c10-6(11)3-5-4-8-9-1-2-12-7(5)9/h1-2,4H,3H2,(H,10,11)","UEOWJNHSRBDZSP-UHFFFAOYSA-N"
37493923,"2,6-Dihydroxy-6,7-dihydro-5H-cyclopenta[d]pyrimidin-5-one",166.037842,"C7H6N2O3","c1c2c(nc(n1)O)CC(C2=O)O","InChI=1S/C7H6N2O3/c10-5-1-4-3(6(5)11)2-8-7(12)9-4/h2,5,10H,1H2,(H,8,9,12)","YQKGPLOJWPHVHB-UHFFFAOYSA-N"
37493924,"2-Amino-1-(furo[3,2-c][1,2]oxazol-3-yl)ethanone",166.037842,"C7H6N2O3","c1coc2c1noc2C(=O)CN","InChI=1S/C7H6N2O3/c8-3-5(10)7-6-4(9-12-7)1-2-11-6/h1-2H,3,8H2","GGRMBRLYZZWKHF-UHFFFAOYSA-N"
37493925,"3-Amino-4-oxo-5,6-dihydro-4H-furo[3,4-c]pyrrole-1-carbaldehyde",166.037842,"C7H6N2O3","C1c2c(oc(c2C(=O)N1)N)C=O","InChI=1S/C7H6N2O3/c8-6-5-3(1-9-7(5)11)4(2-10)12-6/h2H,1,8H2,(H,9,11)","UFFVNGIKNCNAOL-UHFFFAOYSA-N"
37493926,"3-Amino-6-oxo-5,6-dihydro-4H-furo[3,4-c]pyrrole-1-carbaldehyde",166.037842,"C7H6N2O3","C1c2c(c(oc2N)C=O)C(=O)N1","InChI=1S/C7H6N2O3/c8-6-3-1-9-7(11)5(3)4(2-10)12-6/h2H,1,8H2,(H,9,11)","NSWACNRLPZOYFC-UHFFFAOYSA-N"
37493927,"4,7-Dihydro-1H-pyrrolo[3,4-c]pyridine-1,3,6(2H,5H)-trione",166.037842,"C7H6N2O3","C1C2=C(CNC1=O)C(=O)NC2=O","InChI=1S/C7H6N2O3/c10-5-1-3-4(2-8-5)7(12)9-6(3)11/h1-2H2,(H,8,10)(H,9,11,12)","OLWJHIGAGCYYKA-UHFFFAOYSA-N"
37493928,"Methyl 5-formyl-2-pyrimidinecarboxylate",166.037842,"C7H6N2O3","COC(=O)c1ncc(cn1)C=O","InChI=1S/C7H6N2O3/c1-12-7(11)6-8-2-5(4-10)3-9-6/h2-4H,1H3","CSVWKVBQANZFCT-UHFFFAOYSA-N"
37493929,"5-Formyl-4-methyl-2-pyrimidinecarboxylic acid",166.037842,"C7H6N2O3","Cc1c(cnc(n1)C(=O)O)C=O","InChI=1S/C7H6N2O3/c1-4-5(3-10)2-8-6(9-4)7(11)12/h2-3H,1H3,(H,11,12)","LYRSSEUGTQWLFF-UHFFFAOYSA-N"
37493930,"6-Oxo-2,4,5,6-tetrahydrocyclopenta[c]pyrazole-3-carboxylic acid",166.037842,"C7H6N2O3","C1CC(=O)c2c1c([nH]n2)C(=O)O","InChI=1S/C7H6N2O3/c10-4-2-1-3-5(4)8-9-6(3)7(11)12/h1-2H2,(H,8,9)(H,11,12)","RETPVPFJZFIQFL-UHFFFAOYSA-N"
37493931,"4-Oxo-2,4,5,6-tetrahydrocyclopenta[c]pyrazole-3-carboxylic acid",166.037842,"C7H6N2O3","C1CC(=O)c2c1n[nH]c2C(=O)O","InChI=1S/C7H6N2O3/c10-4-2-1-3-5(4)6(7(11)12)9-8-3/h1-2H2,(H,8,9)(H,11,12)","AAJJZYOYFAKEQE-UHFFFAOYSA-N"
37493932,"5-Amino-4-cyano-2-methyl-3-furoic acid",166.037842,"C7H6N2O3","Cc1c(c(c(o1)N)C#N)C(=O)O","InChI=1S/C7H6N2O3/c1-3-5(7(10)11)4(2-8)6(9)12-3/h9H2,1H3,(H,10,11)","ZJUQKHCDRVBBKT-UHFFFAOYSA-N"
37493933,"2-Amino-4-cyano-5-methyl-3-furoic acid",166.037842,"C7H6N2O3","Cc1c(c(c(o1)N)C(=O)O)C#N","InChI=1S/C7H6N2O3/c1-3-4(2-8)5(7(10)11)6(9)12-3/h9H2,1H3,(H,10,11)","YFBIQSYAUHMMSI-UHFFFAOYSA-N"
37493934,"3-Methyl-1H-furo[2,3-c]pyrazole-4-carboxylic acid",166.037842,"C7H6N2O3","Cc1c2c(coc2[nH]n1)C(=O)O","InChI=1S/C7H6N2O3/c1-3-5-4(7(10)11)2-12-6(5)9-8-3/h2H,1H3,(H,8,9)(H,10,11)","CFCLAXTYYXNZRQ-UHFFFAOYSA-N"
37493935,"2-Methylimidazo[2,1-b][1,3]oxazole-6-carboxylic acid",166.037842,"C7H6N2O3","Cc1cn2cc(nc2o1)C(=O)O","InChI=1S/C7H6N2O3/c1-4-2-9-3-5(6(10)11)8-7(9)12-4/h2-3H,1H3,(H,10,11)","TYDIHUHEIVYMEH-UHFFFAOYSA-N"
37493936,"2-Methylimidazo[2,1-b][1,3]oxazole-5-carboxylic acid",166.037842,"C7H6N2O3","Cc1cn2c(cnc2o1)C(=O)O","InChI=1S/C7H6N2O3/c1-4-3-9-5(6(10)11)2-8-7(9)12-4/h2-3H,1H3,(H,10,11)","OHSWEXNUONVOFH-UHFFFAOYSA-N"
37493937,"Imidazo[2,1-b][1,3]oxazol-6-ylacetic acid",166.037842,"C7H6N2O3","c1coc2n1cc(n2)CC(=O)O","InChI=1S/C7H6N2O3/c10-6(11)3-5-4-9-1-2-12-7(9)8-5/h1-2,4H,3H2,(H,10,11)","KQYFPLSRHLKVTN-UHFFFAOYSA-N"
37493938,"6-Methylimidazo[2,1-b][1,3]oxazole-5-carboxylic acid",166.037842,"C7H6N2O3","Cc1c(n2ccoc2n1)C(=O)O","InChI=1S/C7H6N2O3/c1-4-5(6(10)11)9-2-3-12-7(9)8-4/h2-3H,1H3,(H,10,11)","NKFRWMCNTBOJPT-UHFFFAOYSA-N"
37552324,"Ethyl 2-cyano-1,3-oxazole-4-carboxylate",166.037842,"C7H6N2O3","CCOC(=O)c1coc(n1)C#N","InChI=1S/C7H6N2O3/c1-2-11-7(10)5-4-12-6(3-8)9-5/h4H,2H2,1H3","FXOHYCBBKDXHSL-UHFFFAOYSA-N"
37559401,"(6-Amino-3-pyridinyl)(oxo)acetic acid",166.037842,"C7H6N2O3","c1cc(ncc1C(=O)C(=O)O)N","InChI=1S/C7H6N2O3/c8-5-2-1-4(3-9-5)6(10)7(11)12/h1-3H,(H2,8,9)(H,11,12)","RVFBPIMMIGACFS-UHFFFAOYSA-N"
37559507,"Oxo(1-vinyl-1H-imidazol-2-yl)acetic acid",166.037842,"C7H6N2O3","C=Cn1ccnc1C(=O)C(=O)O","InChI=1S/C7H6N2O3/c1-2-9-4-3-8-6(9)5(10)7(11)12/h2-4H,1H2,(H,11,12)","IIJGMDMUEUAPQY-UHFFFAOYSA-N"
37653933,"4-Cyano-2-ethyl-1,3-oxazole-5-carboxylic acid",166.037842,"C7H6N2O3","CCc1nc(c(o1)C(=O)O)C#N","InChI=1S/C7H6N2O3/c1-2-5-9-4(3-8)6(12-5)7(10)11/h2H2,1H3,(H,10,11)","QIEAPJAOYZUZAK-UHFFFAOYSA-N"
37654646,"1-Methyl-1H-furo[2,3-c]pyrazole-5-carboxylic acid",166.037842,"C7H6N2O3","Cn1c2c(cc(o2)C(=O)O)cn1","InChI=1S/C7H6N2O3/c1-9-6-4(3-8-9)2-5(12-6)7(10)11/h2-3H,1H3,(H,10,11)","CYXBJZMVZXRMSV-UHFFFAOYSA-N"
37655380,"4-Oxo-5,6-dihydro-4H-pyrrolo[1,2-b]pyrazole-3-carboxylic acid",166.037842,"C7H6N2O3","c1c(c2n(n1)CCC2=O)C(=O)O","InChI=1S/C7H6N2O3/c10-5-1-2-9-6(5)4(3-8-9)7(11)12/h3H,1-2H2,(H,11,12)","GBPUQMUGKAFXDY-UHFFFAOYSA-N"
37667435,"5,7-Dihydrofuro[3,4-d]pyrimidine-4-carboxylic acid",166.037842,"C7H6N2O3","c1nc2c(c(n1)C(=O)O)COC2","InChI=1S/C7H6N2O3/c10-7(11)6-4-1-12-2-5(4)8-3-9-6/h3H,1-2H2,(H,10,11)","DXKHGUKJAXVXBN-UHFFFAOYSA-N"
37669013,"2-Oxo-2,3-dihydro-1H-pyrrolo[1,2-a]imidazole-7-carboxylic acid",166.037842,"C7H6N2O3","c1cn2c(c1C(=O)O)NC(=O)C2","InChI=1S/C7H6N2O3/c10-5-3-9-2-1-4(7(11)12)6(9)8-5/h1-2H,3H2,(H,8,10)(H,11,12)","TXWCVOHGTQNCHS-UHFFFAOYSA-N"
37669024,"2-Oxo-2,3-dihydro-1H-pyrrolo[1,2-a]imidazole-6-carboxylic acid",166.037842,"C7H6N2O3","c1c(cn2c1NC(=O)C2)C(=O)O","InChI=1S/C7H6N2O3/c10-6-3-9-2-4(7(11)12)1-5(9)8-6/h1-2H,3H2,(H,8,10)(H,11,12)","NXYIUADOSVYUIY-UHFFFAOYSA-N"
37766922,"1-(5-Isocyanato-3-methyl-1,2-oxazol-4-yl)ethanone",166.037842,"C7H6N2O3","Cc1c(c(on1)N=C=O)C(=O)C","InChI=1S/C7H6N2O3/c1-4-6(5(2)11)7(8-3-10)12-9-4/h1-2H3","AZZVXVYQCXMJML-UHFFFAOYSA-N"
38774899,"1-(6-Nitro-2-pyridinyl)ethanone",166.037842,"C7H6N2O3","CC(=O)c1cccc(n1)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c1-5(10)6-3-2-4-7(8-6)9(11)12/h2-4H,1H3","VTCJGWRWGGLLCU-UHFFFAOYSA-N"
